account_wide,achievement_id,achievement_name,category_id,category_name,criteria_id,criteria_name,description,next_id,next_name
0,7986,You Mean That Wasn't a Void Zone?,15302,Pandaria Scenarios,31417,,Defeat Rak'gor Bloodrazor without any member of your party standing in a Healing Ward during the encounter in the Dagger in the Dark Scenario.,,
0,7987,No Egg Left Behind,15302,Pandaria Scenarios,31418,,Destroy all remaining eggs before Broodmaster Noshi reaches 20% health in the Dagger in the Dark Scenario.,,
0,7988,A Little Patience,15302,Pandaria Scenarios,31419,,"Complete the scenario, A Little Patience.",,
0,7989,Bubbletrapped!,15302,Pandaria Scenarios,31420,,"Aid in the construction of the Jinyu defenses in the scenario, 'A Little Patience'.",,
0,7990,Cannonballer,15302,Pandaria Scenarios,31421,,"Aid in the construction of the Dwarf defenses in the scenario, 'A Little Patience'.",,
0,7991,Which Came First?,15302,Pandaria Scenarios,31422,,"Aid in the construction of the Gnome defenses in the scenario, 'A Little Patience'.",,
0,7992,I Used To Love Them,15302,Pandaria Scenarios,31423,,"Aid in the construction of the Night Elf defenses in the scenario, 'A Little Patience'.",,
0,7993,We've Been Dancin',15302,Pandaria Scenarios,31424,,"Aid Master Brownstone in the construction of the Pandaren defenses in the scenario, 'A Little Patience'.",,
0,7994,Treasure of Pandaria,15113,Pandaria,31310,,Find a Treasure of Pandaria.,7995,Fortune of Pandaria
0,7995,Fortune of Pandaria,15113,Pandaria,31329,,Find 5 Treasures of Pandaria.,7996,Bounty of Pandaria
0,7996,Bounty of Pandaria,15113,Pandaria,31348,,Find 10 Treasures of Pandaria.,7997,Riches of Pandaria
0,7997,Riches of Pandaria,15113,Pandaria,31367,,Find all of the Treasures of Pandaria.,,
0,8008,Chapter II: Wrathion's War,15234,Legacy,31443,,Prove Horde superiority to Wrathion by completing his trials after your forces land on the beach.,,
0,8009,Dagger in the Dark,15302,Pandaria Scenarios,31449,,Complete the Dagger in the Dark scenario.,,
0,8010,Lion's Landing,15302,Pandaria Scenarios,31451,,Complete the Lion's Landing scenario.,,
0,8011,Number Five Is Alive,15302,Pandaria Scenarios,31453,,All five non-player characters survive the Lion's Landing scenario.,,
0,8012,"Waste Not, Want Not",15302,Pandaria Scenarios,31454,,Use every weapon and power-up in the Lion's Landing scenario.,,
0,8013,Domination Point,15302,Pandaria Scenarios,31463,,Complete the Domination Point scenario.,,
0,8014,Number Five Is Alive,15302,Pandaria Scenarios,31465,,All five non-player characters survive the Domination Point scenario.,,
0,8015,"Waste Not, Want Not",15302,Pandaria Scenarios,31466,,Use every weapon and power-up in the Domination Point scenario.,,
0,8016,Assault on Zan'vess,15302,Pandaria Scenarios,31499,,Defeat Commander Tel'vrak in Assault on Zan'vess.,,
0,8017,For the Swarm,15302,Pandaria Scenarios,31501,,Defeat Commander Tel'vrak without killing any Zan'thik Swarmers in the Assault on Zan'vess scenario.,,
0,8020,You Are Not Your $#*@! Legplates (Season 1),15234,Legacy,,,Win a brawl during the Pandaria campaign.,,
0,8022,Now You're Just Showing Off (Season 1),15234,Legacy,,,Defeat the following rare brawl bosses during the Pandaria campaign.,,
0,8028,Praise the Sun!,15107,Pandaria Raid,31625,,"Defeat Nalak, the Storm Lord, on the Isle of Thunder.",,
0,8030,A Test of Valor,15234,Legacy,31629,,"Start Wrathion's legendary ""Test of Valor"" quest and earn 3000 Valor Points.",,
0,8031,A Test of Valor,15234,Legacy,31631,,"Start Wrathion's legendary ""Test of Valor"" quest and earn 3000 Valor Points.",,
0,8037,Genetically Unmodified Organism,15107,Pandaria Raid,31668,,Defeat Primordius in Throne of Thunder on Normal or Heroic difficulty without any player receiving a harmful mutation.,,
0,8038,Cretaceous Collector,15107,Pandaria Raid,31712,,Defeat Horridon in Throne of Thunder on Normal or Heroic difficulty without killing any Zandalari Dinomancers.,,
0,8042,Extinguishing Pandaria,161,Midsummer,31726,,Desecrate the Horde's bonfire in Pandaria's Vale of Eternal Blossoms.,,
0,8043,Extinguishing Pandaria,161,Midsummer,31728,,Desecrate the Alliance's bonfire in Pandaria's Vale of Eternal Blossoms.,,
0,8044,Flame Keeper of Pandaria,161,Midsummer,31730,,Honor the flames of Pandaria.,,
0,8045,Flame Warden of Pandaria,161,Midsummer,31738,,Honor the flames of Pandaria.,,
0,8049,The Zandalari Prophecy,15113,Pandaria,31776,,Discover each of the lore objects in Pandaria that tell of the Zandalari and their dark prophecy.,,
0,8050,Rumbles of Thunder,15113,Pandaria,31781,,"Discover each of the lore objects in Pandaria that tell of Lei-Shen, the Thunder King.",,
0,8051,Gods and Monsters,15113,Pandaria,31786,,Discover each of the lore objects in Pandaria that tell of the dark origins of the mogu.,,
0,8056,Heroic: Jin'rokh the Breaker,15107,Pandaria Raid,32120,,Defeat Jin'rokh the Breaker in Throne of Thunder on Heroic difficulty.,,
0,8057,Heroic: Horridon,15107,Pandaria Raid,32122,,Defeat Horridon in Throne of Thunder on Heroic difficulty.,,
0,8058,Heroic: Council of Elders,15107,Pandaria Raid,32238,,Defeat the Council of Elders in Throne of Thunder on Heroic difficulty.,,
0,8059,Heroic: Tortos,15107,Pandaria Raid,32124,,Defeat Tortos in Throne of Thunder on Heroic difficulty.,,
0,8060,Heroic: Megaera,15107,Pandaria Raid,32126,,Defeat Megaera in Throne of Thunder on Heroic difficulty.,,
0,8061,Heroic: Ji-Kun,15107,Pandaria Raid,32128,,Defeat Ji-Kun in Throne of Thunder on Heroic difficulty.,,
0,8062,Heroic: Durumu the Forgotten,15107,Pandaria Raid,32130,,Defeat Durumu the Forgotten in Throne of Thunder on Heroic difficulty.,,
0,8063,Heroic: Primordius,15107,Pandaria Raid,32132,,Defeat Primordius in Throne of Thunder on Heroic difficulty.,,
0,8064,Heroic: Dark Animus,15107,Pandaria Raid,32134,,Defeat the Dark Animus in Throne of Thunder on Heroic difficulty.,,
0,8065,Heroic: Iron Qon,15107,Pandaria Raid,32136,,Defeat Iron Qon in Throne of Thunder on Heroic difficulty.,,
0,8066,Heroic: Twin Consorts,15107,Pandaria Raid,32240,,Defeat the Twin Consorts in Throne of Thunder on Heroic difficulty.,,
0,8067,Heroic: Lei Shen,15107,Pandaria Raid,32118,,Defeat Lei Shen in Throne of Thunder on Heroic difficulty.,,
0,8068,Heroic: Ra-den,15107,Pandaria Raid,32242,,Defeat Ra-den in Throne of Thunder.,,
0,8069,Last Stand of the Zandalari,15107,Pandaria Raid,32273,,Defeat the bosses occupying the ruins at the entrance to the Throne of Thunder.,,
0,8070,Forgotten Depths,15107,Pandaria Raid,32277,,Defeat the bosses in the ancient caverns beneath the Throne of Thunder.,,
0,8071,Halls of Flesh-Shaping,15107,Pandaria Raid,32281,,Defeat the bosses in the befouled chambers beneath the Throne of Thunder.,,
0,8072,Pinnacle of Storms,15107,Pandaria Raid,32285,,Defeat the bosses in Lei Shen's inner sanctum within the Throne of Thunder.,,
0,8073,Cage Match,15107,Pandaria Raid,31808,,Defeat the Council of Elders in Throne of Thunder on Normal or Heroic difficulty without any creature leaving the center rings.,,
0,8077,One-Up,15107,Pandaria Raid,31892,,Defeat Tortos in Throne of Thunder on Normal or Heroic difficulty after kicking a Whirl Turtle shell through five or more other Whirl Turtles.,,
0,8078,Zul'Again,15113,Pandaria,31815,,Kill 10 Zandalari Warscouts and 5 Zandalari Warbringers.,,
0,8081,Ritualist Who?,15107,Pandaria Raid,31864,,Defeat all 24 different Dark Ritualists on Normal or Heroic difficulty on separate visits to the Dark Animus chamber in Throne of Thunder.,,
0,8082,Head Case,15107,Pandaria Raid,31848,,Defeat Megaera in Throne of Thunder on Normal or Heroic difficulty without cutting off a head of the following types:,,
0,8086,From Dusk 'til Dawn,15107,Pandaria Raid,31894,,"Defeat Lu'lin before Suen falls below 30% health, and then defeat Suen in Throne of Thunder on Normal or Heroic difficulty.",,
0,8087,Can't Touch This,15107,Pandaria Raid,31896,,Survive the Iron Qon fight in Throne of Thunder on Normal or Heroic difficulty without getting hit by any of the following abilities:,,
0,8089,I Thought He Was Supposed to Be Hard?,15271,Raids,31902,,Defeat Ra-den in Throne of Thunder on the first attempt without letting any raid members die.,,
0,8090,A Complete Circuit,15107,Pandaria Raid,31904,,Defeat Lei Shen in the Throne of Thunder on Normal or Heroic Difficulty after disabling each of the four Conduits first.,,
0,8093,Tyrannical Conquest,15279,Player vs. Player,,,"Earn 25,000 Conquest Points in Season 13.",,
0,8094,Lightning Overload,15107,Pandaria Raid,31915,,Cause two Focused Lightning Orbs to collide while fighting Jin'rokh the Breaker in Throne of Thunder on Normal or Heroic difficulty.,,
0,8097,Soft Hands,15107,Pandaria Raid,31920,,Defeat Ji-Kun in Throne of Thunder on Normal or Heroic Difficulty with the Golden Egg Still Intact.,,
0,8098,You Said Crossing the Streams Was Bad,15107,Pandaria Raid,31918,,"Reveal the Orange, Purple, and Green Fog Beasts while facing Durumu the Forgotten in Throne of Thunder on Normal or Heroic Difficulty.",,
0,8099,Isle of Thunder,15110,Pandaria,32070,,Complete the Isle of Thunder storylines listed below.,,
0,8100,Pay to Slay,15110,Pandaria,31943,,Defeat one of the Isle of Thunder summonable bosses listed below.,8101,It Was Worth Every Ritual Stone
0,8101,It Was Worth Every Ritual Stone,15110,Pandaria,31953,,Defeat all of the Isle of Thunder summonable bosses listed below.,,
0,8103,Champions of Lei Shen,15113,Pandaria,31965,,Defeat all of the Isle of Thunder rare mobs listed below.,,
0,8104,Thunder Plunder,15110,Pandaria,31976,,Find a Trove of the Thunder King.,,
0,8105,The Crumble Bundle,15110,Pandaria,32028,,"Complete the quest ""The Crumbled Chamberlain"" within 10 minutes of accepting it.",,
0,8106,In the Hall of the Thunder King,15234,Legacy,32116,,Achieve the following goals within the Troves of the Thunder King.,,
0,8107,Ready for RAAAAIIIIDDD?!?ing,15110,Pandaria,31978,,Crush 200 Ihgaluk Roaches within 1 minute.,,
0,8108,"When in Ihgaluk, Do as the Skumblade Do",15110,Pandaria,31980,,/bow before the following forms of Kroshik.,,
0,8109,The Mogu Below-gu,15110,Pandaria,31985,,"In the Court of Bones, summon and defeat one of the ancient mogu listed below.",8110,These Mogu Have Gotta Go-gu
0,8110,These Mogu Have Gotta Go-gu,15110,Pandaria,31989,,"In the Court of Bones, summon and defeat all of the ancient mogu listed below.",,
0,8111,This Isn't Even My Final Form,15110,Pandaria,31995,,Enjoy the effects of a Zandalari Potion and the Mighty Loa buff at the same time.,,
0,8112,Blue Response,15110,Pandaria,31941,,Shoo away the rare blue Hatchling Skyscreamer.,,
0,8114,Platform Hero,15110,Pandaria,32156,,Survive for 90 seconds on the pillars in the Swollen Vault.,,
0,8115,Speed Metal,15110,Pandaria,32067,,Defeat Metal Lord Mono-Han with 10 stacks of Power Surge.,,
0,8116,You Made Me Bleed My Own Blood,15110,Pandaria,32003,,Slay Fleshcrafter Hoku without killing any Possessed Blood.,,
0,8117,For the Ward!,15110,Pandaria,32026,,Use a Sunreaver or Kirin Tor perimeter ward to finish off an opponent.,,
0,8118,Boop,15110,Pandaria,32024,,Knock a Zandalari Beastcaller from his flying mount.,,
0,8119,Our Powers Combined,15110,Pandaria,32000,,Kill Guardian Tak'u in both of the following ways.,,
0,8120,Direhorn in a China Shop,15110,Pandaria,32030,,Destroy the Priceless Zandalari Vase using the Loa-Infused Bloodhorn's charge attack.,,
0,8123,Millions of Years of Evolution vs. My Fist,15107,Pandaria Raid,31963,,Defeat Oondasta on the Isle of Giants.,,
0,8137,Nalak Guild Run,15154,Pandaria Raid,32112,,"Defeat Nalak, the Storm Lord, on the Isle of Thunder while in a raid with at least 8 guild members.",,
0,8138,Oondasta Guild Run,15154,Pandaria Raid,32114,,Defeat Oondasta on the Isle of Giants while in a raid with at least 8 guild members.,,
0,8139,Heroic: Lei Shen Guild Run,15154,Pandaria Raid,32442,,Defeat Lei Shen in Throne of Thunder on Heroic difficulty while in a guild group.,,
0,8140,Throne of Thunder Guild Run,15154,Pandaria Raid,32458,,Defeat the bosses in the Throne of Thunder while in a guild group.,,
0,8205,Operation: Shieldwall,15114,Pandaria,32146,,Earn Exalted status with Operation: Shieldwall.,,
0,8206,Dominance Offensive,15114,Pandaria,32144,,Earn Exalted status with the Dominance Offensive.,,
0,8208,Kirin Tor Offensive,15114,Pandaria,32148,,Earn Exalted status with the Kirin Tor Offensive.,,
0,8209,Sunreaver Onslaught,15114,Pandaria,32150,,Earn Exalted status with the Sunreaver Onslaught,,
0,8210,Shado-Pan Assault,15114,Pandaria,32152,,Earn Exalted status with the Shado-Pan Assault.,,
0,8212,Zandalari Library Card,15110,Pandaria,32160,,Loot the rare books listed below from Zandalari trolls on the Isle of Thunder.,,
0,8214,Malevolent Gladiator,15270,Player vs. Player,32174,,Achieved Malevolent Gladiator title.,,
0,8216,Malevolent Gladiator's Cloud Serpent,15269,Mounts,32176,,Obtain the Malevolent Gladiator's Cloud Serpent from Arena Season 12 of Mists of Pandaria.,,
0,8218,Tyrannical Conquest,15279,Player vs. Player,,,"Earn 25,000 Conquest Points in Season 13.",,
0,8219,History of the Mantid,15071,Archaeology,32185,,Restore and display pristine versions of all Mantid artifacts.,,
0,8220,Collector: Banners of the Mantid Empire,15071,Archaeology,32206,,Restore 5 Banners of the Mantid Empire.,8221,Collector: Banners of the Mantid Empire
0,8221,Collector: Banners of the Mantid Empire,15071,Archaeology,32208,,Restore 20 Banners of the Mantid Empire.,,
0,8222,Collector: Ancient Sap Feeders,15071,Archaeology,32210,,Restore 5 Ancient Sap Feeders.,8223,Collector: Ancient Sap Feeders
0,8223,Collector: Ancient Sap Feeders,15071,Archaeology,32212,,Restore 20 Ancient Sap Feeders.,,
0,8224,Collector: Praying Mantids,15071,Archaeology,32214,,Restore 5 Praying Mantids.,8225,Collector: Praying Mantids
0,8225,Collector: Praying Mantids,15071,Archaeology,32216,,Restore 20 Praying Mantids.,,
0,8226,Collector: Inert Sound Beacons,15071,Archaeology,32218,,Restore 5 Inert Sound Beacons.,8227,Collector: Inert Sound Beacons
0,8227,Collector: Inert Sound Beacons,15071,Archaeology,32220,,Restore 20 Inert Sound Beacons.,,
0,8228,Collector: Remains of Paragons,15071,Archaeology,32222,,Restore 5 Remains of Paragons.,8229,Collector: Remains of Paragons
0,8229,Collector: Remains of Paragons,15071,Archaeology,32224,,Restore 20 Remains of Paragons.,,
0,8230,Collector: Mantid Lamps,15071,Archaeology,32226,,Restore 5 Mantid Lamps.,8231,Collector: Mantid Lamps
0,8231,Collector: Mantid Lamps,15071,Archaeology,32228,,Restore 20 Mantid Lamps.,,
0,8232,Collector: Pollen Collectors,15071,Archaeology,32230,,Restore 5 Pollen Collectors.,8233,Collector: Pollen Collectors
0,8233,Collector: Pollen Collectors,15071,Archaeology,32232,,Restore 20 Pollen Collectors.,,
0,8234,Collector: Kypari Sap Containers,15071,Archaeology,32234,,Restore 5 Kypari Sap Containers.,,
0,8235,Collector: Kypari Sap Containers,15071,Archaeology,32236,,Restore 20 Kypari Sap Containers.,,
0,8238,Cutting Edge: Lei Shen,15271,Raids,32244,,"Defeat Lei Shen in Throne of Thunder on Heroic difficulty, before the release of patch 5.4.",8260,Cutting Edge: Ra-den
0,8243,Hero of the Alliance: Malevolent,15270,Player vs. Player,32246,,End PvP season 12 in the top .5% of the rated battleground ladder.,,
0,8244,Hero of the Horde: Malevolent,15270,Player vs. Player,32248,,End PvP season 12 in the top .5% of the rated battleground ladder.,,
0,8246,Ahead of the Curve: Grand Empress Shek'zeer,15271,Raids,32257,,"Defeat Grand Empress Shek'zeer in Heart of Fear on Normal difficulty, before the release of patch 5.2.",7486,Cutting Edge: Grand Empress Shek'zeer
0,8248,Ahead of the Curve: Sha of Fear,15271,Raids,32260,,"Defeat the Sha of Fear in Terrace of Endless Spring on Normal difficulty, before the release of patch 5.2.",7487,Cutting Edge: Sha of Fear
0,8249,Ahead of the Curve: Lei Shen,15271,Raids,32265,,"Defeat Lei Shen in Throne of Thunder on Normal difficulty, before the release of patch 5.4.",8238,Cutting Edge: Lei Shen
0,8257,Realm First! Ra-den,15093,Guild Feats of Strength,32472,,First guild on the realm to defeat Ra-den in Throne of Thunder on Heroic difficulty while in a guild group.,,
0,8258,Heroic: Ra-den Guild Run,15154,Pandaria Raid,32474,,Defeat Ra-den in Throne of Thunder while in a guild group.,,
0,8260,Cutting Edge: Ra-den,15271,Raids,32476,,"Defeat Ra-den in Throne of Thunder, before the release of patch 5.4.",,
0,8294,The Secrets of Ragefire,15302,Pandaria Scenarios,32873,,Complete the Secrets of Ragefire scenario.,,
0,8295,"The Few, the Proud, the Gob Squad",15302,Pandaria Scenarios,32877,,Complete the Secrets of Ragefire scenario without any member of the Gob Squad taking damage.,,
0,8306,Hordebreaker,15234,Legacy,32783,,Responsible for pitting Vol'jin's troll uprising against Garrosh Hellscream's Horde during Patch 5.3: Escalation.,,
0,8307,Darkspear Revolutionary,15234,Legacy,32785,,Aided Vol'jin's troll uprising during Patch 5.3: Escalation.,,
0,8310,Heroic: A Brewing Storm,15302,Pandaria Scenarios,32793,,Defeat Borokhula the Destroyer in A Brewing Storm on Heroic Difficulty.,,
0,8311,Heroic: Crypt of Forgotten Kings,15302,Pandaria Scenarios,32795,,Complete the Crypt of Forgotten Kings scenario on Heroic Difficulty.,,
0,8312,Heroic: Blood in the Snow,15302,Pandaria Scenarios,32797,,Complete the Blood in the Snow scenario on Heroic Difficulty.,,
0,8314,Battle on the High Seas,15302,Pandaria Scenarios,32802,,Defeat Admiral Hagman in the Battle on the High Seas.,,
0,8315,Battle on the High Seas,15302,Pandaria Scenarios,32804,,Defeat Admiral Hodgson in the Battle on the High Seas.,,
0,8316,Blood in the Snow,15302,Pandaria Scenarios,32815,,Complete the Blood in the Snow scenario.,,
0,8317,Dark Heart of Pandaria,15302,Pandaria Scenarios,32825,,Complete the Dark Heart of Pandaria scenario.,,
0,8318,Heroic: Dark Heart of Pandaria,15302,Pandaria Scenarios,32827,,Complete the Dark Heart of Pandaria scenario on Heroic Difficulty.,,
0,8319,Accelerated Archaeology,15302,Pandaria Scenarios,32829,,Pick up three special artifacts in a single instance of the Dark Heart of Pandaria scenario.,,
0,8325,Chapter V: Judgment of the Black Prince,15234,Legacy,32871,,Work with Wrathion to create your legendary-quality cloak and complete his quest to defeat Garrosh Hellscream.,,
0,8327,Heroic: The Secrets of Ragefire,15302,Pandaria Scenarios,32875,,Complete the Secrets of Ragefire scenario on Heroic Difficulty.,,
0,8329,Heed the Weed,15302,Pandaria Scenarios,32879,,Use every basket of Shimmerweed in a single Blood in the Snow scenario run.,,
0,8330,Hekima's Heal-Halter,15302,Pandaria Scenarios,32880,,Don't let Hekima cast Hekima's Wisdom in the Blood in the Snow scenario.,,
0,8331,Deepwind Gorge Victory,15218,Deepwind Gorge,32883,,Win Deepwind Gorge.,8332,Deepwind Gorge Veteran
0,8332,Deepwind Gorge Veteran,15218,Deepwind Gorge,32885,,Complete 100 victories in Deepwind Gorge.,,
0,8333,Deepwind Gorge Perfection,15218,Deepwind Gorge,32887,,Win Deepwind Gorge with a score of 1500 to 0.,,
0,8335,Having a Brawl (Season 1),15234,Legacy,32889,,Reach Rank 9 with Bizmo's Brawlpub during the Pandaria campaign.,,
0,8336,I've Got the Biggest Brawls of Them All (Season 1),15234,Legacy,32891,,Reach Rank 10 with Bizmo's Brawlpub during the Pandaria campaign.,,
0,8337,Having a Brawl (Season 1),15234,Legacy,32893,,Reach Rank 9 with Brawl'gar Arena during the Pandaria campaign.,,
0,8338,I've Got the Biggest Brawls of Them All (Season 1),15234,Legacy,32895,,Reach Rank 10 with Brawl'gar Arena during the Pandaria campaign.,,
0,8339,Collect Your Deck (Season 2),15234,Legacy,32897,,Earn the right to purchase challenge cards for the following Brawler's Guild bosses during the Draenor campaign.,9176,Deck Your Collection (Season 2)
0,8340,Deck Your Collection (Season 1),15234,Legacy,,,Defeat the following Brawler's Guild bosses during the Pandaria campaign.,,
0,8342,Collect Your Deck (Season 2),15234,Legacy,32923,,Earn the right to purchase challenge cards for the following Brawler's Guild bosses during the Draenor campaign.,9177,Deck Your Collection (Season 2)
0,8343,Deck Your Collection (Season 1),15234,Legacy,,,Defeat the following Brawler's Guild bosses during the Pandaria campaign.,,
0,8347,Keep those Bombs Away! (From Me),15302,Pandaria Scenarios,32955,,Complete the Battle on the High Seas Scenario without any member of your party getting hit by cannon fire at any point.,,
0,8350,Mine! Mine! Mine!,15427,Battlegrounds,33001,,Assault 50 mines in Deepwind Gorge.,,
0,8351,Other People's Property,15427,Battlegrounds,33003,,Capture 50 mine carts in Deepwind Gorge.,,
0,8354,Puddle Jumper,15427,Battlegrounds,33009,,Fall 25 yards without dying in Deepwind Gorge.,,
0,8355,Weighed Down,15427,Battlegrounds,33011,,Kill an enemy carrying your mine cart before they leave your base.,,
0,8358,Deepwind Gorge All-Star,15427,Battlegrounds,33013,,"Assault a mine, Defend a mine, Capture a mine cart and Return a mine cart in a single Deepwind Gorge match.",,
0,8359,Capping Spree,15427,Battlegrounds,33018,,Personally capture the enemy mine cart 4 times in a single Deepwind Gorge battleground.,,
0,8364,Heroic: Battle on the High Seas,15302,Pandaria Scenarios,33030,,Defeat Admiral Hagman in the Battle on the High Seas on Heroic Difficulty.,,
0,8366,Heroic: Battle on the High Seas,15302,Pandaria Scenarios,33032,,Defeat Admiral Hodgson in the Battle on the High Seas on Heroic Difficulty.,,
0,8368,Fight Anger with Anger,15302,Pandaria Scenarios,33107,,Defeat the Abomination of Anger in the Crypt of Forgotten Kings scenario with 20 stacks of Uncontrolled Anger.,,
0,8381,Grievous Conquest,15279,Player vs. Player,33158,,"Earn 27,000 Conquest Points in Season 14.",,
0,8382,Grievous Conquest,15279,Player vs. Player,33160,,"Earn 27,000 Conquest Points in Season 14.",,
0,8400,Cutting Edge: Garrosh Hellscream (10 player),15271,Raids,34042,,"Defeat Garrosh Hellscream on 10-Player Heroic difficulty, before the release of patch 6.0.",,
0,8401,Cutting Edge: Garrosh Hellscream (25 player),15271,Raids,34044,,"Defeat Garrosh Hellscream on 25-Player Heroic difficulty, before the release of patch 6.0.",,
0,8430,Challenge Master: Temple of the Jade Serpent,15272,Dungeons,33421,,Attain a realm-best time for the Temple of the Jade Serpent Challenge Mode.,,
0,8431,Challenge Master: Stormstout Brewery,15272,Dungeons,33418,,Attain a realm-best time for the Stormstout Brewery Challenge Mode.,,
0,8432,Challenge Master: Shado-Pan Monastery,15272,Dungeons,33412,,Attain a realm-best time for the Shado-Pan Monastery Challenge Mode.,,
0,8433,Challenge Master: Mogu'shan Palace,15272,Dungeons,33400,,Attain a realm-best time for the Mogu'shan Palace Challenge Mode.,,
0,8434,Challenge Master: Gate of the Setting Sun,15272,Dungeons,33397,,Attain a realm-best time for the Gate of the Setting Sun Challenge Mode.,,
0,8436,Challenge Master: Scarlet Halls,15272,Dungeons,33403,,Attain a realm-best time for the Scarlet Halls Challenge Mode.,,
0,8437,Challenge Master: Scarlet Monastery,15272,Dungeons,33406,,Attain a realm-best time for the Scarlet Monastery Challenge Mode.,,
0,8438,Challenge Master: Scholomance,15272,Dungeons,33409,,Attain a realm-best time for the Scholomance Challenge Mode.,,
0,8439,Challenge Master: Siege of Niuzao Temple,15272,Dungeons,33415,,Attain a realm-best time for the Siege of Niuzao Temple Challenge Mode.,,
0,8448,Gamon Will Save Us!,15107,Pandaria Raid,33433,,Defeat General Nazgrim while Gamon is alive and participating in the battle in Siege of Orgrimmar on Normal difficulty or higher.,,
0,8450,Prideful Conquest,15279,Player vs. Player,33439,,"Earn 27,000 Conquest Points in Season 15.",,
0,8451,Prideful Conquest,15279,Player vs. Player,33441,,"Earn 27,000 Conquest Points in Season 15.",,
0,8453,Rescue Raiders,15107,Pandaria Raid,33443,,"Rescue a set of caged prisoners, a group of unwilling combat participants, and Ji Firepaw before defeating the Kor'kron Dark Shaman in Siege of Orgrimmar on Normal difficulty or higher.",,
0,8458,Vale of Eternal Sorrows,15107,Pandaria Raid,33445,,Defeat the bosses in the scarred Vale of Eternal Blossoms in the prelude to the Siege of Orgrimmar.,,
0,8459,Gates of Retribution,15107,Pandaria Raid,33464,,Defeat the bosses in the exterior of Orgrimmar in the Siege of Orgrimmar raid.,,
0,8461,The Underhold,15107,Pandaria Raid,33469,,Defeat the bosses at the entrance to Garrosh's secret compound in the Siege of Orgrimmar raid.,,
0,8462,Downfall,15107,Pandaria Raid,33473,,Defeat the bosses within Garrosh's inner sanctum in the Siege of Orgrimmar raid.,,
0,8463,Mythic: Immerseus,15107,Pandaria Raid,33480,,Defeat Immerseus in Siege of Orgrimmar on Mythic difficulty.,,
0,8465,Mythic: Fallen Protectors,15107,Pandaria Raid,33482,,Defeat the Fallen Protectors in Siege of Orgrimmar on Mythic difficulty.,,
0,8466,Mythic: Norushen,15107,Pandaria Raid,33484,,Complete Norushen's trial in Siege of Orgrimmar on Mythic difficulty.,,
0,8467,Mythic: Sha of Pride,15107,Pandaria Raid,33486,,Defeat the Sha of Pride in Siege of Orgrimmar on Mythic difficulty.,,
0,8468,Mythic: Galakras,15107,Pandaria Raid,33488,,Defeat Galakras in Siege of Orgrimmar on Mythic difficulty.,,
0,8469,Mythic: Iron Juggernaut,15107,Pandaria Raid,33490,,Defeat the Iron Juggernaut in Siege of Orgrimmar on Mythic difficulty.,,
0,8470,Mythic: Kor'kron Dark Shaman,15107,Pandaria Raid,33492,,Defeat the Kor'kron Dark Shaman in Siege of Orgrimmar on Mythic difficulty.,,
0,8471,Mythic: General Nazgrim,15107,Pandaria Raid,33494,,Defeat General Nazgrim in Siege of Orgrimmar on Mythic difficulty.,,
0,8472,Mythic: Malkorok,15107,Pandaria Raid,33496,,Defeat Malkorok in Siege of Orgrimmar on Mythic difficulty.,,
0,8478,Mythic: Spoils of Pandaria,15107,Pandaria Raid,33498,,Complete the Spoils of Pandaria event in Siege of Orgrimmar on Mythic difficulty.,,
0,8479,Mythic: Thok the Bloodthirsty,15107,Pandaria Raid,33500,,Defeat Thok the Bloodthirsty in Siege of Orgrimmar on Mythic difficulty.,,
0,8480,Mythic: Siegecrafter Blackfuse,15107,Pandaria Raid,33502,,Defeat Siegecrafter Blackfuse in Siege of Orgrimmar on Mythic difficulty.,,
0,8481,Mythic: Paragons of the Klaxxi,15107,Pandaria Raid,33504,,Defeat the Klaxxi Paragons in Siege of Orgrimmar on Mythic difficulty.,,
0,8482,Mythic: Garrosh Hellscream,15107,Pandaria Raid,33506,,Defeat Garrosh Hellscream in Siege of Orgrimmar on Mythic difficulty.,,
0,8484,Grievous Combatant,15279,Player vs. Player,33508,,Win 100 Arena (3v3) or 40 Rated Battlegrounds in Season 14,,
0,8485,Grievous Combatant,15279,Player vs. Player,33509,,Win 100 Arena (3v3) or 40 Rated Battlegrounds in Season 14,,
0,8510,Siege of Orgrimmar Guild Run,15154,Pandaria Raid,33540,,Defeat the bosses in the Siege of Orgrimmar while in a guild group.,,
0,8511,Heroic: Garrosh Hellscream Guild Run,15154,Pandaria Raid,33555,,Defeat Garrosh Hellscream in Siege of Orgrimmar on Heroic difficulty while in a guild group.,,
0,8512,Realm First! Garrosh Hellscream (10 player),15093,Guild Feats of Strength,33557,,First guild on the realm to defeat Garrosh Hellscream in Siege of Orgrimmar on 10-player Heroic difficulty while in a guild group.,,
0,8513,Realm First! Garrosh Hellscream (25 player),15093,Guild Feats of Strength,33559,,First guild on the realm to defeat Garrosh Hellscream in Siege of Orgrimmar on 25-player Heroic difficulty while in a guild group.,,
0,8520,Fire in the Hole!,15107,Pandaria Raid,33596,,Stomp on 6 superheated Crawler Mines and then defeat the Iron Juggernaut in Siege of Orgrimmar on Normal difficulty or higher.,,
0,8521,Swallow Your Pride,15107,Pandaria Raid,33598,,Defeat the Sha of Pride in Siege of Orgrimmar on Normal difficulty or higher after no player has gained Pride from Manifestations of Pride while Norushen is alive.,,
